Body Type,Club,Club (group),Contract Valid Until,Height,ID,Jersey Number,Joined,Loaned From,Name,Nationality,Play|Not_Play,Position,Preferred Foot,Release Clause,Value,Wage,Weight,Work Rate,Acceleration,Age,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,F1,Finishing,FK Accuracy,GK calculation,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,Interceptions,International Reputation,Jumping,Long Passing,Long Shots,Marking,Number of Records,Overall,Penalties,Positioning,Potential,Reactions,Short Passing,Shot Power,Skill Moves,Sliding Tackle,Special,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Weak Foot
Lean,Manchester City,Manchester City,2020,5'10,135507,25,01-07-2013,,Fernandinho,BRAZIL,Yes,CDM,Right,€33.3M,€18M,€185K,148lbs,Medium/ High,68,33,87,72,78,82,79,68,70,77,75,69,72,Low,12,11,5,13,7,63,88,3,76,81,78,85,1,86,61,70,86,86,85,83,3,80,2183,67,79,85,76,75,74,4
Normal,Vissel Kobe,Vissel Kobe,2021,5'7,41,8,16-07-2018,,Iniesta,Spain,Yes,LF,Right,€26.9M,€21.5M,€21K,150lbs,High/ Medium,70,34,58,79,84,92,89,77,80,90,76,70,70,Low,6,13,6,13,7,54,66,4,47,85,71,67,1,86,71,81,86,86,90,65,4,56,2058,67,55,57,58,93,74,4
Normal,Inter,Inter,2022,6'2,232363,37,07-07-2017,,M. Škriniar,Slovakia,No,LCB,Right,€88.4M,€46.5M,€82K,176lbs,Medium/ High,70,23,86,48,48,67,80,40,34,59,77,42,30,Low,10,13,12,8,12,80,86,1,78,68,30,92,1,85,56,30,92,81,70,50,2,82,1800,73,77,88,83,57,40,4
Normal,Lazio,Lazio,2023,6'3,223848,21,06-08-2015,,S. Milinković-Savić,Serbia,Yes,CM,Right,€89.6M,€50.5M,€73K,168lbs,High/ Medium,68,23,73,66,59,87,82,64,78,86,78,80,75,Low,7,10,7,16,7,86,78,2,85,85,80,75,1,85,56,79,90,80,85,83,4,72,2206,70,85,77,88,85,74,4
Normal,Real Madrid,Europe league,2023,6'0,220834,10,01-07-2015,,Marco Asensio,Spain,Yes,RW,Left,€121.5M,€54M,€215K,168lbs,High/ Medium,85,22,45,79,76,85,83,82,83,86,79,82,76,High,13,9,6,12,10,50,45,3,58,82,88,40,1,85,62,82,92,82,83,86,4,39,2050,82,76,42,61,84,79,3
Stocky,Olympique Lyonnais,Olympique Lyonnais,2020,5'8,216594,18,01-07-2013,,N. Fekir,France,Yes,CAM,Left,€98.8M,€50M,€92K,165lbs,High/ Medium,79,24,73,90,91,89,89,83,81,90,80,82,79,High,15,9,8,14,15,49,28,3,69,75,82,31,1,85,81,81,89,80,83,84,4,25,2102,79,80,37,82,81,77,3
Normal,Liverpool,Liverpool,2024,6'3,212831,13,19-07-2018,,Alisson,BRAZIL,Yes,GK,Right,€72.1M,€36.5M,€115K,201lbs,Medium/ Medium,54,25,27,40,37,30,65,17,19,27,81,13,18,High,83,81,85,84,88,19,11,3,52,44,14,15,1,85,23,13,90,84,45,21,1,16,1320,45,32,19,78,66,20,3
Lean,FC Bayern München,FC Bayern München,2023,5'9,212622,18,01-07-2015,,J. Kimmich,Germany,Yes,RCM,Right,€69.9M,€40.5M,€92K,154lbs,High/ Low,78,23,74,84,83,85,82,90,81,80,82,66,61,Low,8,15,7,15,15,74,79,3,79,80,69,75,1,85,44,80,88,85,85,75,3,79,2185,68,85,81,65,79,61,4
Lean,Atlético Madrid,Atlético Madrid,2026,6'0,208421,6,01-07-2013,,Saúl,Spain,Yes,RCM,Left,€107.3M,€50.5M,€77K,170lbs,High/ High,74,23,69,76,69,85,83,69,72,83,83,78,60,Low,7,13,12,10,9,83,78,3,79,83,79,77,1,85,55,82,90,82,85,78,3,76,2196,73,86,79,77,82,76,4
Lean,Manchester City,Manchester City,2023,5'10,204485,26,10-07-2018,,R. Mahrez,Algeria,Yes,RW,Left,€74.9M,€40.5M,€205K,148lbs,Medium/ Medium,88,27,48,93,88,90,86,81,84,91,84,80,78,Low,15,9,13,11,6,48,39,3,61,76,81,45,1,85,73,80,85,77,82,79,5,18,2031,83,76,31,54,81,72,4
Lean,FC Bayern München,FC Bayern München,2021,5'11,197445,8,10-02-2010,,D. Alaba,Austria,Yes,LB,Left,€65.6M,€38M,€110K,168lbs,High/ Medium,79,26,69,79,77,83,79,81,78,79,85,63,84,High,5,7,14,15,9,75,84,4,82,80,82,80,1,85,80,76,87,84,82,83,3,80,2261,86,87,82,71,77,68,4
Normal,Atlético Madrid,Atlético Madrid,2019,5'9,193747,8,01-01-2011,,Koke,Spain,Yes,LM,Right,€95.6M,€45M,€88K,163lbs,High/ High,71,26,71,74,78,86,78,86,85,82,86,72,76,High,14,12,5,10,13,61,66,3,61,89,81,80,1,85,59,84,86,85,90,84,3,51,2175,68,90,69,79,87,56,4
Normal,Arsenal,Europe league,2022,5'9,193301,9,05-07-2017,,A. Lacazette,France,Yes,ST,Right,€88.9M,€45M,€180K,161lbs,High/ High,81,27,70,85,85,83,85,64,74,85,87,88,71,Low,11,6,9,5,6,73,42,3,76,59,75,29,1,85,84,86,86,85,80,83,4,30,2060,84,79,42,73,76,81,4
Normal,Roma,Roma,2022,6'2,192774,4,26-08-2014,,K. Manolas,Greece,No,LCB,Right,€66.6M,€37.5M,€96K,183lbs,Low/ High,80,27,86,68,59,65,79,27,30,54,88,10,10,High,8,6,8,15,12,80,86,3,86,61,12,86,1,85,26,25,87,85,60,40,2,89,1642,85,76,87,82,22,16,2
Normal,Manchester City,Manchester City,2022,6'0,192366,30,20-08-2015,,N. Otamendi,Argentina,Yes,CB,Right,€52.7M,€28.5M,€170K,179lbs,High/ High,57,30,91,64,62,70,80,52,50,51,89,54,39,High,12,5,8,11,12,85,84,3,92,72,56,83,1,85,45,51,85,79,75,69,2,84,1916,61,67,85,80,53,57,3
Lean,Valencia CF,Valencia CF,2020,6'0,189513,10,01-07-2011,,Parejo,Spain,Yes,RCM,Right,€77.7M,€37M,€66K,163lbs,Medium/ Low,51,29,58,66,72,84,78,84,89,78,90,79,90,Low,5,9,12,14,8,61,81,2,51,87,82,69,1,85,83,81,85,78,90,78,3,60,2119,43,78,68,72,86,72,4
Lean,Guangzhou Evergrande Taobao FC,Asia clubs,30-Jun-19,6'0,187961,9,,FC Barcelona,Paulinho,BRAZIL,Yes,LDM,Right,,€37M,€235K,157lbs,High/ High,73,29,81,69,66,84,80,64,66,82,91,81,72,Low,16,16,11,6,8,85,81,3,90,80,80,75,1,85,71,84,85,84,84,83,3,73,2245,73,92,81,81,78,75,3
Lean,Juventus,Europe league,2021,6'5,186153,1,19-07-2017,,W. Szczęsny,Poland,Yes,GK,Right,€55.2M,€32M,€125K,198lbs,Medium/ Medium,51,28,40,55,51,22,65,12,16,11,92,12,14,High,85,81,71,85,87,16,15,3,71,36,14,20,1,85,18,14,87,82,32,15,1,12,1270,47,45,13,65,48,14,3
Normal,Manchester United,Manchester United,2022,5'7,184941,7,22-01-2018,,A. Sánchez,Chile,Yes,RW,Right,€69.4M,€37.5M,€215K,163lbs,High/ High,86,29,79,90,87,86,84,77,79,87,93,80,78,High,10,10,15,12,13,73,46,4,87,75,81,38,1,85,77,84,85,83,77,84,4,35,2172,79,83,44,72,82,83,3
Normal,FC Porto,FC Porto,2019,5'9,184267,8,22-07-2014,,Y. Brahimi,Algeria,No,LM,Right,€78M,€39M,€28K,146lbs,High/ Medium,87,28,46,92,87,86,90,79,84,93,94,76,78,Low,13,16,12,7,7,46,38,3,72,72,76,51,1,85,75,83,85,84,79,69,4,25,2030,75,85,36,49,79,73,3
Stocky,FC Bayern München,FC Bayern München,2021,6'4,183907,17,14-07-2011,,J. Boateng,Germany,Yes,RCB,Right,€49.5M,€30M,€115K,198lbs,Medium/ Medium,67,29,81,56,52,70,84,69,53,64,95,34,31,Low,7,12,15,6,5,85,81,4,74,83,58,84,1,85,46,47,85,82,75,78,2,87,1948,72,69,87,91,75,52,4
Normal,FC Barcelona,Europe league,2021,5'11,181872,8,06-08-2018,,A. Vidal,Chile,Yes,CAM,Right,€53.3M,€26M,€205K,165lbs,Medium/ Medium,60,31,93,74,75,82,81,76,76,76,96,75,68,High,4,2,4,2,4,82,84,4,85,79,85,82,1,85,81,80,85,84,83,86,3,86,2230,55,83,87,79,80,78,4
Lean,Inter,Inter,2022,6'1,181458,44,01-09-2015,,I. Perišić,Croatia,Yes,LM,Right,€63.8M,€37.5M,€110K,176lbs,Medium/ Medium,84,29,65,78,74,85,80,83,73,84,97,79,75,Low,6,7,10,9,6,80,69,3,84,77,79,64,1,85,76,85,85,81,81,84,4,54,2199,88,89,52,78,79,81,5
Lean,Roma,Roma,2020,6'4,180930,9,01-07-2015,,E. Džeko,Bosnia Herzegovina,Yes,ST,Right,€51.9M,€30.5M,€115K,185lbs,Medium/ Medium,65,32,51,57,36,84,83,63,65,76,98,89,54,High,9,11,13,15,15,84,50,3,66,72,79,58,1,85,67,89,85,83,77,86,2,16,1931,66,76,28,80,74,77,5
Normal,Juventus,Europe league,2021,6'2,179846,6,01-07-2015,,S. Khedira,Germany,Yes,RCM,Right,€54.5M,€33M,€160K,198lbs,High/ High,54,31,82,55,54,84,84,72,68,81,99,72,68,Low,11,9,5,15,8,76,86,3,68,82,78,80,1,85,69,79,85,87,85,82,2,76,2154,60,78,83,87,82,78,4
Normal,Atlético Madrid,Atlético Madrid,2021,6'2,179844,19,01-01-2018,,Diego Costa,Spain,Yes,LS,Right,€78.9M,€38.5M,€100K,190lbs,High/ Medium,74,29,93,58,53,83,83,65,62,77,100,87,59,Low,11,13,12,8,11,82,40,4,64,52,74,58,1,85,75,87,85,85,65,83,2,34,2003,76,76,39,92,74,81,4
Stocky,Inter,Inter,2022,5'9,178518,14,01-07-2018,,R. Nainggolan,Belgium,Yes,CAM,Right,€60.4M,€35.5M,€105K,170lbs,High/ High,78,30,88,76,82,85,84,73,73,80,101,75,68,Low,11,11,14,8,11,59,86,3,76,81,86,83,1,85,63,86,85,87,84,84,3,90,2278,73,93,86,77,76,75,3
Lean,FC Schalke 04,FC Schalke 04,2020,6'6,171919,29,01-07-2016,,Naldo,BRAZIL,No,CB,Right,€15.3M,€9M,€38K,201lbs,Medium/ Medium,60,35,72,46,36,68,84,45,52,60,102,57,76,High,14,10,14,8,14,94,83,3,45,70,82,86,1,85,60,53,85,85,76,92,2,85,1959,65,61,88,83,59,60,4
Lean,Juventus,Europe league,2020,5'11,170890,14,18-08-2017,,B. Matuidi,France,Yes,LM,Left,€42.9M,€26M,€145K,165lbs,High/ High,79,31,86,83,79,79,82,75,65,78,103,64,52,High,8,11,5,10,14,68,86,3,84,77,70,85,1,85,56,72,85,84,83,78,2,86,2196,77,94,84,76,76,72,2
Lean,Inter,Inter,2020,6'1,168609,23,01-07-2017,,Miranda,BRAZIL,Yes,CB,Right,€26.4M,€15.5M,€96K,172lbs,Medium/ High,66,33,83,61,57,73,81,48,32,67,104,43,39,High,12,6,10,13,12,80,85,3,82,69,41,90,1,85,49,43,85,81,70,70,2,85,1879,69,65,90,79,58,51,3
Normal,Real Madrid,Europe league,2021,6'1,165153,9,09-07-2009,,K. Benzema,France,Yes,ST,Right,€75.9M,€37M,€240K,179lbs,Medium/ Low,76,30,65,76,66,86,79,75,79,83,105,81,73,Low,13,11,5,5,7,80,22,4,73,62,75,47,1,85,82,86,85,83,83,81,4,12,2000,76,75,15,80,85,82,4
Lean,Atlético Madrid,Atlético Madrid,2019,6'0,164169,3,28-07-2015,,Filipe Luís,BRAZIL,Yes,LB,Left,€44.1M,€21.5M,€81K,163lbs,High/ Medium,76,32,81,75,62,83,88,86,74,77,106,59,75,Low,11,15,9,9,5,72,84,3,71,77,60,78,1,85,65,71,85,85,80,71,3,86,2145,75,89,84,74,70,56,3
Normal,Manchester City,Manchester City,2019,6'3,139720,4,22-08-2008,,V. Kompany,Belgium,Yes,CB,Right,€40.7M,€22M,€170K,187lbs,Medium/ High,52,32,87,57,41,70,81,61,61,63,107,45,52,Low,10,9,5,8,6,84,82,4,72,66,55,87,1,85,63,41,85,87,73,75,2,84,1898,59,66,85,87,59,46,3
Lean,Beşiktaş JK,Beşiktaş JK,2019,6'2,120533,3,04-07-2017,,Pepe,Portugal,Yes,RCB,Right,€17.1M,€9M,€57K,179lbs,Medium/ High,65,35,94,63,49,62,79,46,44,58,108,46,47,Low,8,15,5,9,10,80,85,4,76,61,56,86,1,85,57,40,85,83,70,63,2,82,1832,70,60,85,86,48,23,3
Normal,LA Galaxy,LA Galaxy,2022,6'5,41236,9,23-03-2018,,Z. Ibrahimović,Sweden,Yes,RS,Right,€21M,€14M,€15K,209lbs,Medium/ Low,58,36,84,75,39,84,90,73,82,79,109,86,82,Low,13,15,10,9,12,83,20,5,68,73,82,28,1,85,89,85,85,82,79,90,5,24,2012,59,61,37,86,79,86,4
Normal,Tottenham Hotspur,Tottenham Hotspur,2024,6'2,220793,23,26-08-2017,,D. Sánchez,COLOMBIANA,Yes,RCB,Right,€65.5M,€34M,€105K,174lbs,Medium/ High,72,22,87,60,55,73,75,36,30,63,110,40,27,High,9,7,10,6,15,80,82,2,73,67,44,84,1,84,44,34,88,80,77,66,2,88,1809,79,76,85,83,49,28,3
Normal,Atlético Madrid,Atlético Madrid,2023,6'1,216460,24,01-07-2013,,J. Giménez,Uruguay,Yes,RCB,Right,€72.3M,€34M,€63K,176lbs,Medium/ High,69,23,89,56,43,56,73,47,36,47,111,37,44,High,9,11,7,10,15,81,85,2,92,58,48,88,1,84,38,24,88,76,68,72,2,87,1758,70,67,86,85,27,30,3
Lean,FC Porto,FC Porto,2021,5'11,212462,13,13-07-2016,,Alex Telles,BRAZIL,Yes,LB,Left,€66.4M,€32M,€22K,157lbs,High/ Medium,84,25,78,73,70,82,80,89,87,82,112,65,79,High,13,8,12,11,14,74,80,3,81,86,75,80,1,84,68,76,87,83,83,80,3,79,2259,85,92,81,68,74,67,2
Normal,Manchester City,Manchester City,2023,6'2,212218,14,30-01-2018,,A. Laporte,France,Yes,LCB,Left,€65.5M,€34M,€135K,187lbs,Medium/ Medium,62,24,75,45,55,73,77,58,61,59,113,45,69,Low,10,11,5,14,5,85,85,2,75,78,47,85,1,84,44,54,88,83,76,68,2,87,1912,66,67,86,82,57,40,3
Lean,Sporting CP,Sporting CP,2023,5'10,212198,8,01-07-2017,,Bruno Fernandes,Portugal,No,LCM,Right,€84M,€40.5M,€22K,152lbs,High/ Medium,79,23,65,77,78,85,83,84,85,83,114,73,81,Low,12,14,15,8,14,58,70,2,72,82,88,63,1,84,81,79,88,84,85,87,4,53,2223,76,89,66,67,86,84,3
Stocky,FC Bayern München,FC Bayern München,2022,6'5,212190,15,01-07-2017,,N. Süle,Germany,No,CB,Right,€67.5M,€36.5M,€84K,214lbs,Medium/ Medium,52,22,82,33,33,63,72,30,28,42,115,20,30,High,15,7,14,7,15,86,82,2,38,63,62,82,1,84,32,26,90,79,78,77,2,83,1648,84,65,85,94,30,31,3
Normal,Manchester United,Manchester United,2019,6'0,211300,11,01-09-2015,,A. Martial,France,Yes,LW,Right,€87.1M,€42.5M,€165K,168lbs,Medium/ Medium,88,22,58,85,81,86,79,76,84,87,116,84,54,High,9,8,8,15,11,69,42,3,74,60,80,38,1,84,81,83,90,81,77,84,4,36,2064,89,75,39,75,73,74,3
Lean,Tottenham Hotspur,Tottenham Hotspur,2024,6'2,211117,20,02-02-2015,,D. Alli,England,Yes,LCM,Right,€87.1M,€42.5M,€115K,176lbs,High/ High,73,22,84,76,62,85,86,69,75,83,117,83,68,High,7,6,9,11,8,77,74,3,67,80,80,70,1,84,74,86,90,85,85,78,4,63,2189,76,90,70,71,85,79,3
Lean,Liverpool,Liverpool,2023,6'2,209499,3,01-07-2018,,Fabinho,BRAZIL,No,CDM,Right,€67.2M,€34M,€120K,172lbs,Medium/ Medium,69,24,85,69,67,82,84,79,71,76,118,66,53,Low,13,12,6,8,8,75,84,3,75,78,65,83,1,84,91,70,88,83,83,78,3,84,2164,72,92,86,79,75,47,2
Lean,Paris Saint-Germain,Europe league,2022,6'0,207865,5,19-07-2013,,Marquinhos,BRAZIL,Yes,LDM,Right,€68.3M,€35.5M,€90K,165lbs,Medium/ Medium,73,24,80,69,68,76,79,72,49,59,119,33,32,High,6,6,12,10,13,80,84,3,86,78,35,85,1,84,31,46,89,81,81,53,2,87,1879,76,75,87,74,51,31,3
Normal,Real Betis,Real Betis,2023,6'2,207566,14,13-07-2018,,William Carvalho,Portugal,Yes,CDM,Right,€68.5M,€31.5M,€38K,183lbs,Medium/ Medium,49,26,75,51,51,79,89,68,79,80,120,52,50,High,6,6,5,14,14,73,84,3,69,86,55,84,1,84,60,64,86,75,84,59,3,68,1985,53,84,85,90,83,50,4
Lean,Chelsea,Europe league,2023,5'11,205498,8,16-07-2018,,Jorginho,Italy,No,CM,Right,€73.2M,€38M,€155K,148lbs,Medium/ Medium,75,26,79,80,73,85,79,75,75,82,121,57,76,High,14,7,13,14,8,56,78,2,58,87,62,63,1,84,84,72,87,83,89,71,3,70,2136,69,79,78,66,87,71,3
Normal,Olympique de Marseille,Olympique de Marseille,2021,5'10,204970,20,01-07-2017,,F. Thauvin,France,Yes,RM,Left,€77M,€39M,€72K,154lbs,High/ Medium,87,25,56,86,71,86,82,83,86,85,122,81,72,Low,8,11,14,10,9,75,42,2,76,76,82,46,1,84,74,83,87,83,83,83,4,31,2091,80,83,29,66,80,74,3
Stocky,Real Madrid,Europe league,2022,5'8,204963,2,05-07-2013,,Carvajal,Spain,Yes,RB,Right,€66.9M,€31.5M,€185K,161lbs,High/ High,79,26,81,81,79,83,77,83,72,76,123,41,47,High,13,13,15,9,15,70,83,3,76,71,36,83,1,84,45,61,87,82,81,64,3,85,2040,84,84,83,74,57,34,3
Stocky,Olympique Lyonnais,Olympique Lyonnais,2021,5'9,202556,10,20-01-2017,,M. Depay,Netherlands,Yes,ST,Right,€83M,€42M,€93K,172lbs,High/ Low,87,24,76,82,79,85,79,79,85,85,124,79,88,Low,8,14,6,12,10,65,28,3,74,74,81,29,1,84,75,83,89,79,80,87,5,20,2083,87,79,31,80,82,74,3
Lean,Tottenham Hotspur,Tottenham Hotspur,2023,6'0,200104,7,28-08-2015,,H. Son,Korea Republic,Yes,LM,Right,€71.2M,€37M,€125K,143lbs,High/ High,88,25,60,82,76,85,82,78,81,88,125,85,70,Low,11,13,13,6,10,65,39,3,63,64,88,48,1,84,71,85,85,84,79,86,4,33,2079,87,85,34,63,80,79,5
Normal,Olympique Lyonnais,Olympique Lyonnais,2020,6'0,199482,1,01-07-2011,,A. Lopes,Portugal,Yes,GK,Left,€49.4M,€25M,€72K,179lbs,Medium/ Medium,63,27,43,67,62,21,65,19,15,15,126,18,14,High,86,80,75,81,88,16,25,2,82,31,18,13,1,84,16,9,86,84,32,20,1,13,1355,64,36,15,73,48,13,2
Normal,Inter,Inter,2023,6'2,198176,14,01-07-2018,,S. de Vrij,Netherlands,No,CB,Right,€55.9M,€31.5M,€88K,172lbs,Medium/ High,67,26,78,61,59,71,82,49,45,63,127,25,16,High,8,10,7,14,13,80,87,3,76,71,60,88,1,84,41,32,86,80,71,65,2,83,1808,69,66,87,80,59,27,4
Lean,Juventus,Europe league,2022,6'2,198009,22,01-07-2018,,M. Perin,Italy,No,GK,Right,€50.9M,€29.5M,€105K,170lbs,Medium/ Medium,57,25,25,70,30,23,65,11,15,19,128,11,13,High,81,85,71,79,90,12,19,2,75,31,17,20,1,84,21,12,89,79,33,23,1,19,1254,56,30,12,52,44,19,3
Lean,Juventus,Europe league,2020,5'10,193082,11,02-02-2015,,J. Cuadrado,COLOMBIANA,Yes,RAM,Right,€48.7M,€29.5M,€150K,159lbs,High/ Medium,89,30,78,91,82,85,80,80,78,90,129,67,69,High,5,5,13,6,9,58,62,3,75,69,80,63,1,84,65,78,84,80,80,84,5,74,2163,93,78,70,61,76,70,3
Lean,RC Celta,RC Celta,2022,5'9,192629,17,01-07-2015,,Iago Aspas,Spain,Yes,ST,Left,€63M,€30M,€45K,148lbs,High/ High,85,30,63,87,74,85,85,80,80,86,130,88,76,Low,12,16,9,12,13,78,39,2,68,64,82,39,1,84,82,86,84,85,79,79,3,18,2057,78,75,21,60,75,83,3
Normal,Arsenal,Europe league,2023,6'3,192563,12,01-07-2018,,B. Leno,Germany,No,GK,Right,€53.3M,€27M,€115K,183lbs,Medium/ Medium,46,26,28,52,44,22,66,9,9,16,131,9,8,Low,84,82,75,85,82,13,22,3,73,40,14,27,1,84,23,7,87,80,45,23,1,18,1278,52,43,15,68,54,10,4
Lean,Manchester United,Manchester United,2020,6'4,191202,31,31-07-2017,,N. Matić,Serbia,Yes,CDM,Left,€44.4M,€24M,€165K,187lbs,Medium/ High,52,29,80,44,50,79,84,71,72,80,132,64,67,Low,7,15,12,14,9,74,86,3,67,83,75,83,1,84,64,69,84,83,84,83,3,75,2100,59,84,84,85,73,73,3
Lean,Bayer 04 Leverkusen,Bayer 04 Leverkusen,2023,6'4,190941,1,01-07-2018,,L. Hrádecký,Finland,No,GK,Right,€37.4M,€22M,€74K,187lbs,Medium/ Medium,38,28,31,43,39,20,48,11,11,10,133,11,15,High,85,79,68,82,88,11,18,2,69,20,14,10,1,84,20,9,84,83,15,14,1,13,1132,44,34,10,55,53,9,3
Normal,Real Sociedad,Real Sociedad,2023,5'10,190584,4,26-08-2015,,Illarramendi,Spain,Yes,RDM,Right,€65.1M,€31M,€51K,165lbs,Medium/ High,66,28,76,71,75,83,79,68,76,78,134,72,68,High,15,7,11,14,12,51,87,2,63,82,76,69,1,84,50,79,84,84,86,69,4,80,2097,57,77,83,68,86,58,3
Normal,Manchester City,Manchester City,2022,6'0,188377,2,14-07-2017,,K. Walker,England,Yes,RB,Right,€45.3M,€24.5M,€165K,154lbs,High/ High,86,28,78,67,72,78,75,81,76,79,135,51,71,High,12,6,16,15,8,74,81,3,83,67,69,78,1,84,63,67,84,83,78,86,2,83,2175,93,89,84,75,69,57,2
Normal,Manchester City,Manchester City,2020,5'11,186942,21,01-07-2016,,I. Gündoğan,Germany,Yes,CM,Right,€59.2M,€32M,€175K,176lbs,High/ Medium,67,27,70,78,78,86,87,74,81,85,136,73,74,Low,11,14,5,5,13,50,77,3,61,83,73,73,1,84,76,79,84,85,88,77,4,64,2138,68,69,68,72,86,75,4
Lean,Napoli,Napoli,2020,5'10,185020,7,11-07-2013,,José Callejón,Spain,Yes,RM,Right,€46.8M,€27.5M,€105K,161lbs,High/ High,88,31,54,85,80,85,79,82,73,82,137,78,65,High,8,5,14,11,11,65,40,3,73,51,80,64,1,84,62,88,84,82,80,78,3,32,2045,89,91,32,55,78,84,3
Lean,Paris Saint-Germain,Europe league,2021,5'11,183898,11,06-08-2015,,A. Di María,Argentina,Yes,RM,Left,€54.6M,€29.5M,€125K,152lbs,High/ Medium,85,30,73,92,77,85,82,83,84,86,138,72,82,High,10,7,11,12,11,51,38,4,72,79,77,35,1,84,73,82,84,80,82,83,5,56,2113,84,73,59,60,82,77,2
Lean,Juventus,Europe league,2020,6'3,181783,17,01-07-2015,,M. Mandžukić,Croatia,Yes,ST,Right,€41.3M,€25M,€160K,187lbs,High/ High,67,32,88,67,53,77,80,72,64,76,139,84,49,High,10,8,5,8,15,90,66,3,85,67,60,59,1,84,76,90,84,86,75,80,3,64,2106,73,83,64,85,74,86,3
Lean,Chelsea,Europe league,2020,5'9,180403,22,28-08-2013,,Willian,BRAZIL,Yes,RW,Right,€56.4M,€30.5M,€175K,172lbs,High/ High,91,29,44,89,79,84,79,76,82,88,140,77,83,High,14,12,13,7,13,31,55,3,41,77,81,43,1,84,70,80,84,82,80,79,4,51,2052,86,85,57,60,83,59,4
Stocky,Villarreal CF,Villarreal CF,2022,6'2,178750,1,30-06-2014,,Sergio Asenjo,Spain,No,GK,Right,€52.2M,€24M,€42K,192lbs,Medium/ Medium,59,29,20,62,58,14,64,24,23,15,141,14,22,High,85,83,77,82,84,13,22,2,73,39,13,24,1,84,15,12,85,79,39,24,1,14,1333,54,41,15,73,46,15,3
Normal,Sevilla FC,Sevilla FC,2020,5'9,178562,10,03-07-2017,,E. Banega,Argentina,Yes,CDM,Right,€60.9M,€29M,€31K,157lbs,Medium/ Medium,68,30,73,79,83,86,80,80,83,84,142,66,81,High,13,8,7,7,10,49,76,3,57,87,78,75,1,84,78,75,84,77,88,74,4,64,2133,64,74,69,67,88,65,4
Lean,Borussia Dortmund,Borussia Dortmund,2022,6'2,177413,6,17-08-2018,,A. Witsel,Belgium,No,LCM,Right,€40.8M,€24M,€77K,179lbs,Medium/ Medium,67,29,82,78,60,84,89,69,69,78,143,71,68,Low,5,7,7,10,7,80,80,3,76,79,74,80,1,84,81,75,84,84,89,78,4,85,2200,74,86,79,82,79,77,4
Normal,Olympique de Marseille,Olympique de Marseille,2021,5'9,177388,18,30-01-2017,,D. Payet,France,Yes,CAM,Right,€52.3M,€27.5M,€75K,170lbs,High/ Low,75,31,57,79,80,90,82,87,90,86,144,78,84,Low,11,15,9,14,12,59,37,3,48,80,82,32,1,84,74,79,84,75,84,80,4,39,2053,72,73,36,72,87,77,4
Lean,SL Benfica,SL Benfica,2020,5'11,176769,10,12-09-2014,,Jonas,BRAZIL,Yes,ST,Right,€33M,€16.5M,€25K,163lbs,High/ Medium,65,34,61,77,69,88,87,70,85,84,145,88,77,Low,12,11,7,8,5,84,34,3,69,75,85,31,1,84,84,87,84,85,76,84,3,25,2023,64,66,36,63,83,85,5
Normal,Arsenal,Europe league,2021,6'1,172879,19,02-07-2018,,Sokratis,Greece,Yes,RCB,Right,€43.7M,€23M,€140K,187lbs,Medium/ High,64,30,88,60,64,58,82,47,29,58,146,44,35,Low,6,8,5,12,5,85,77,3,86,51,48,85,1,84,24,49,84,81,60,77,2,85,1797,73,69,87,86,45,46,2
Stocky,AS Saint-Étienne,AS Saint-Étienne,2021,6'2,167628,16,11-07-2011,,S. Ruffier,France,No,GK,Right,€36.1M,€19M,€41K,205lbs,Medium/ Medium,45,31,31,51,55,15,66,11,17,12,147,11,12,Low,82,84,77,85,82,12,25,3,72,34,11,13,1,84,25,12,84,78,33,21,1,11,1254,50,37,12,76,49,13,3
Normal,AS Monaco,AS Monaco,2020,5'10,167397,9,01-07-2013,,Falcao,COLOMBIANA,Yes,RS,Right,€47.5M,€25M,€115K,159lbs,High/ Medium,69,32,75,76,75,82,87,55,83,75,148,86,73,Low,10,13,6,9,5,89,41,3,91,58,80,39,1,84,81,88,84,85,79,79,3,19,2026,66,68,42,75,70,84,4
Stocky,Leicester City,Leicester City,2023,6'2,163587,1,01-06-2011,,K. Schmeichel,Denmark,Yes,GK,Right,€36.1M,€19M,€78K,196lbs,Medium/ Medium,59,31,35,62,47,40,67,18,13,12,149,12,15,High,82,77,82,80,88,16,20,2,60,46,14,14,1,84,26,13,84,81,44,36,1,13,1351,60,34,14,64,59,15,3
Lean,Napoli,Napoli,2021,6'3,157481,33,21-07-2013,,Raúl Albiol,Spain,Yes,RCB,Right,€30.6M,€18M,€88K,181lbs,Low/ High,54,32,81,53,56,71,75,38,53,59,150,27,45,High,8,6,5,9,8,77,86,3,77,72,53,89,1,84,37,30,84,82,74,65,2,85,1765,53,55,87,82,57,31,3
Normal,Atalanta,Atalanta,2022,5'5,143076,10,02-09-2014,,A. Gómez,Argentina,No,LS,Right,€51M,€30M,€53K,150lbs,High/ Medium,94,30,56,92,94,87,84,82,79,89,151,76,79,Low,8,11,12,9,6,38,40,3,70,74,79,50,1,84,72,81,84,83,82,76,4,34,2049,86,75,30,48,85,72,4
